name	Mutations_of_interest_vs_Group_control_diff	Mutations_of_interest_vs_Group_control_p.val
EED	-0.383695368994243	0.130071887475382
EEF1A1	0.303534521739135	0.158512953185421
EEF1B2	0.458793785088961	0.0397845825026622
EEF1D	0.427206881646729	0.029985478190122
EEF1E1	-0.209992551684934	0.184063561584608
EEF1G	0.259189273192749	0.174660321512077
EEF2	0.062377652173911	0.659145193482532
EEFSEC	-0.092126689634938	0.624212742041516
EFHD2	-0.0937164828015007	0.681144393592762
EFTUD1	0.140923411252174	0.445486785423019
EFTUD2	0.0762829729623284	0.652628326981118
EGLN1	-0.118304953808448	0.618518283040105
EHBP1L1	0.381369921573953	0.17898554101381
EHD1	-0.165026287596238	0.407020749718305
EHD3	-0.22832	0.344826810641472
EHD4	-0.537392499873365	0.0852015250284087
EHHADH	-0.304421013602894	0.324842860679627
EHMT1	0.0205351988706042	0.89613538377715
EHMT2	0.329669422093003	0.0884883765120425
EI24	-0.290836009394411	0.223665171070361
EIF1AD	0.21654738620145	0.272859747188797
EIF1AY	-0.0817519449519253	0.612333232234879
EIF1B	-0.0979589730540305	0.493355755520764
EIF2A	0.315078391935362	0.12760127909042
EIF2AK2	-0.0939692121598767	0.642790886488161
EIF2B1	0.101094639561499	0.488339406969525
EIF2B2	-0.312946171760039	0.084733241538673
EIF2B3	-0.039118262753945	0.791742320788825
EIF2B4	-0.00595410812011643	0.971205788777625
EIF2B5	-0.0205498761283636	0.911555429412492
EIF2S1	0.0316376324067704	0.843566220724703
EIF2S2	0.173224173004403	0.245549270659147
EIF2S3	-0.0433843598745476	0.745980325535102
EIF3A	-0.195794961256702	0.221503986573551
EIF3B	0.131639260561716	0.359099010395655
EIF3C	-0.148533539411403	0.296226074305729
EIF3D	0.200993954361596	0.224768501599612
EIF3E	-0.249905942028985	0.0974227861213154
EIF3F	0.0180619988740993	0.902497954594539
EIF3G	0.0152688509551915	0.933006611700924
EIF3H	0.114509590134773	0.463018891206712
EIF3I	0.0494773256927665	0.718645270433075
EIF3J	-0.002025213498694	0.990504514394512
EIF3K	0.282918873882277	0.197569450941682
EIF3L	-0.00799515781855575	0.956807990130555
EIF3M	-0.276106202898555	0.272906434019218
EIF4A1	0.00253920301769028	0.99074297271528
EIF4A2	0.175398923986684	0.326092726074522
EIF4A3	0.212302345278214	0.148242841891234
EIF4B	0.213767001624333	0.221678414679031
EIF4E	0.111308592850708	0.575418953340038
EIF4G1	-0.161921732886196	0.297729686194828
EIF4G2	-0.109752818397226	0.600680026739007
EIF4G3	0.180110914101302	0.364000226938983
EIF4H	0.0610907203489184	0.710075707421984
EIF5	0.392020077376188	0.0404793781630344
EIF5A	0.110111217391292	0.458486772407486
EIF5B	-0.232148527673171	0.160754794903679
EIF6	-0.08798151791121	0.503800185986039
ELAC2	-0.0203145844329988	0.918989748257675
ELANE	-0.836110666666663	0.208679872459713
ELAVL1	0.381813797721705	0.0495985305537125
ELF1	0.571662014608204	0.0220045313126362
ELMO1	-0.0227109475176448	0.884462011766014
ELMO2	0.0644240685963915	0.772869903415756
ELMOD2	-0.285165543180417	0.0982540706267251
ELOVL1	0.0785562016203265	0.68553046171664
ELP4	0.0948069101018572	0.69333960499198
EMC1	-0.228666414627076	0.183431543057988
EMC2	-0.133738538788347	0.404361169517825
EMC3	-0.324710772719053	0.072493240583102
EMC7	-0.293857913680352	0.207155013325839
EMC8	0.0265210905157733	0.887651542170416
EMD	-0.0435896521739139	0.751285053986749
EMG1	0.225718882505143	0.32084476818486
EML2	-0.0176914763918141	0.935399435345633
EML3	0.115974921864101	0.513705250762965
EML4	-0.160348635081922	0.392545930852923
EMSY	2.49842663444062	0.0232800429922515
ENDOD1	0.105718968319074	0.781303392726777
ENO1	0.479983391304348	0.0333983884890552
ENOPH1	0.388194402379479	0.0340263336052071
ENPP4	-0.00484004877208122	0.988078964811813
ENSA	0.321444591186243	0.170594698053461
ENY2	0.0346443368381735	0.803810642466104
EP300	-0.00862457710481834	0.961170723232382
EP400	-0.0669874030232318	0.683243774041292
EPB41	0.643235440341016	0.0748906595051087
EPB41L2	-0.109343358490946	0.760704521257606
EPB42	0.529049295779474	0.425914853965298
EPC1	-0.0264181741343918	0.901903279156574
EPDR1	0.362613001022485	0.198158054639548
EPHX1	-0.505012812888747	0.117955167564968
EPM2AIP1	0.874589925576176	0.00599547290821675
EPN1	0.0814950458554584	0.687826598780699
EPRS	0.245231380529525	0.118839190314047
EPS15	0.19377047697774	0.238718910320941
EPS15L1	0.0125970261291926	0.941064134815355
EPX	-1.66774098585708	0.0550201401654783
ERAL1	-0.00297691037270198	0.990793441906476
ERAP1	-0.390174225937226	0.07255277661103
ERBB2IP	-0.255753531382302	0.245645843143954
ERC1	-0.232905397448711	0.357910802013267
ERCC1	0.132160551277032	0.529692324020892
ERCC2	-0.0701218821632086	0.777460866018047
ERCC4	0.0209244705107956	0.905772987880607
ERCC5	-0.528017068188507	0.137241443729594
ERG	0.344912853915897	0.396137196607051
ERGIC1	0.153627523370581	0.553118530013587
ERGIC2	-0.00721268072004655	0.976968708207649
ERGIC3	-0.125686004284738	0.605901578617079
ERH	0.0994855065119005	0.588564801951664
ERI3	0.119324779047076	0.483040836310219
ERLIN1	0.000218086956522257	0.999288842910919
ERLIN2	0.0738965949583097	0.731651276140482
ERMP1	0.653251067815191	0.0178063396701124
ERO1L	-0.0786603071647782	0.716000574180701
ERP29	-0.387001072463764	0.0455419220090937
ERP44	-0.167626111954014	0.282075122228529
ESD	0.341033536099712	0.0972075367455412
ESYT1	-0.184902343545431	0.277653630632504
ESYT2	0.030638264298247	0.870782294768218
ETF1	-0.0081028755744974	0.955331577473525
ETFA	0.0682711594202878	0.641358476142755
ETFB	0.301701101449272	0.0897340977099035
ETFDH	-0.216920046690472	0.2225526541741
ETHE1	-0.214978072100177	0.286856799298716
ETV6	0.179276457251387	0.478561390983564
EVI2B	-0.343963158137569	0.195525845859949
EVL	0.0638836566573637	0.826919304836283
EWSR1	0.193558938041612	0.297912213295282
EXOC1	0.0512861433576646	0.810108605652562
EXOC2	-0.0124232122770476	0.944207489871196
EXOC3	0.264233637791467	0.120312173688256
EXOC4	0.31192156471964	0.0758224689741798
EXOC5	0.148813322200793	0.332327789861724
EXOC6	-0.226929537600091	0.122968387561414
EXOC7	0.0562048295667896	0.70938766897339
EXOG	-0.193131531148376	0.384683245805546
EXOSC10	0.0755409172339121	0.618115559301135
EXOSC2	-0.0251301200662724	0.880292892101277
EXOSC3	-0.0295843049192683	0.829778936701413
EXOSC4	-0.0691542653306882	0.667270398818018
EXOSC5	-0.04959243132536	0.782729494108406
EXOSC6	0.101848238288696	0.510064107363032
EXOSC7	-0.0321106115142165	0.834762047793891
EXOSC8	0.0983292806520346	0.590845247504422
EXOSC9	0.206376598342539	0.234744338555063
EZR	-0.0841534175474408	0.713875370981242
F11R	0.559615593190273	0.048494309523051
F13A1	0.317868463768107	0.543763491947321
F2	-0.688086346644644	0.132374047732634
F5	-0.616951966127893	0.166842853361088
F8A1	0.161768303988609	0.553748738372601
F8W031	-0.261539676448766	0.113952968061313
FABP5	-0.497779565217396	0.0508824322540625
FAF1	0.0360401792500156	0.839648116711214
FAF2	0.0494763132153473	0.718728318458314
FAH	-0.190668607483925	0.401552203282473
FAHD1	-0.000762473446933143	0.99723765503092
FAHD2A	0.131102900930909	0.489532462569679
FAM105A	-1.22475743875745	0.0068028637723299
FAM107B	-0.3423518670732	0.212563004302631
FAM114A2	0.152936863984982	0.41484318403931
FAM120A	-0.171093262664709	0.237071404770482
FAM120B	-0.0540950516435093	0.795142571977137
FAM129A	0.287757536165071	0.266748706239266
FAM129B	-0.207958037154789	0.572176316875813
FAM134A	0.171698127357537	0.373812266768572
FAM134C	-0.00796390557731286	0.967018547217849
FAM136A	0.229021737753307	0.374555580293579
FAM160B1	0.29248053158644	0.071109621204524
FAM162A	-0.370178540349549	0.124745465025489
FAM172A	0.0552031209130828	0.724279707594532
FAM175A	-0.123635489463226	0.587014979098245
FAM175B	0.25686936915354	0.16423564954685
FAM195B	0.154770458553703	0.541941698893155
FAM208A	-0.105020465414626	0.573119274957893
FAM20B	-0.0648347451969116	0.761600644896378
FAM21A	-0.12293544826554	0.527175044665449
FAM3C	-0.221907262621979	0.296166408955012
FAM45A	-0.214708079448238	0.446557688335647
FAM49A	-0.477084152348723	0.233674129290859
FAM49B	-0.00612390372117844	0.973296284653286
FAM50A	-0.0334798438328399	0.869081710340649
FAM60A	0.230496124264649	0.358095834728271
FAM63A	0.136682633435623	0.599698977956151
FAM65B	-0.192360883484849	0.512901757911109
FAM96A	-0.159081950756507	0.380454945857841
FAM96B	-0.00150502213893411	0.995323695686469
FAM98A	0.0449623233920935	0.856814819763228
FAM98B	-0.0112564692985195	0.955585420589825
FANCD2	0.0274523033458109	0.945093762775358
FARS2	-0.330178120930819	0.0827489564491362
FARSA	0.110131774648998	0.614788264294255
FARSB	0.0814278633919692	0.63535911254223
FAS	0.349268213053168	0.163520490744628
FASN	0.275197940952111	0.16570404379235
FASTKD2	-0.390458010606965	0.086303241923846
FBL	0.0171164533845527	0.934385067944889
FBLN1	-0.534359681159422	0.30494352886202
FBP1	-1.1809467262529	0.0215937537596504
FBXL20	0.219336511402203	0.305074608885615
FBXL8	0.401418402860596	0.141726135896583
FBXO22	0.198655906371329	0.373318920090467
FBXO7	0.47451052012347	0.0697681972518901
FCER1G	-0.224322580359317	0.59572587956834
FCGRT	-0.144026960311749	0.654823699733396
FCN1	-0.243539733977681	0.698962235018048
FDFT1	-0.257317448439014	0.317453277423476
FDPS	0.13176790049851	0.421484602227608
FDX1	-0.0510894098247192	0.824305090624663
FDX1L	-0.325242581828132	0.134426409937922
FDXR	-0.0283412944292927	0.894157309780107
FECH	0.367532781971988	0.219416534516418
FEN1	0.53297780766006	0.00959632340126736
FERMT3	0.453463913043478	0.131840502103824
FES	-0.262212733681753	0.334233749994121
FGA	0.547850028985508	0.463054854149602
FGB	0.223005978634934	0.752705480552472
FGD3	-0.18425006468873	0.329220310915079
FGFR1OP2	-0.0362355470639386	0.843238981516728
FGG	0.495933807207699	0.5184964928915
FH	0.227007747240119	0.207888392447872
FHL1	0.884780027270157	0.0497861036008626
FHL3	0.149001364103144	0.559713567038958
FIBP	-0.206411706937624	0.264785065739293
FIP1L1	0.402141176949993	0.0839638441810832
FIS1	-0.193890035017855	0.345492684443691
FKBP11	0.242013115128131	0.421365006523323
FKBP15	-0.061672178381464	0.748981993841383
FKBP1A	0.0834603503382851	0.749599856562095
FKBP2	-0.197077119234226	0.505931100301849
FKBP3	0.0990831963905485	0.447796944020612
FKBP4	0.153038945228921	0.548782041669819
FKBP5	0.453004211066379	0.0242101003996711
FKBP8	0.12472233991112	0.533670395183441
FLAD1	-0.210873916410041	0.292685199775076
FLI1	0.0858317833381577	0.621355402961577
FLII	-0.0072614242160256	0.961252851039672
FLNA	0.330111565217383	0.304863804715512
FLNB	0.213886898550715	0.473041140333897
FLOT1	-0.921472934147101	0.0289901400232667
FLOT2	-0.83071934506119	0.00622525743378276
FLYWCH2	0.370251869267619	0.0773320805741372
FMNL1	-0.0242206312256066	0.914225737294218
FMR1	0.161752800043233	0.499705264083579
FN1	-0.0845306376811621	0.89796801491831
FN3KRP	0.223940553081114	0.411902834700664
FNBP1	0.502595479066269	0.0106797646233405
FNBP4	-0.0348953039588746	0.814975187089908
FNDC3A	0.111976629555256	0.73583599964934
FNTA	-0.138948974562219	0.42529642203062
FOCAD	0.0150451099381907	0.931107691450078
FOXK1	-0.115340975199794	0.624979982687303
FOXN3	0.01004857836441	0.964089832618236
FRG1	0.159422364822822	0.361791813058181
FRYL	-0.161733121653798	0.327696527396815
FRZB	-0.0735109024722185	0.76923253412519
FSCN1	0.348314104856097	0.423106287031594
FTH1	-0.29487609165874	0.271995153198087
FTL	-0.47842836507354	0.176778628094839
FTO	0.191342064523464	0.482405696624294
FTSJ3	-0.0596941641570332	0.799380141999461
FUBP1	0.301045569118653	0.0599700237661616
FUBP3	-0.0402849418486362	0.818703466025099
FUCA1	-0.298115081900107	0.26571835400745
FUCA2	-0.597792544192281	0.0176793147892898
FUK	-0.242505065088713	0.1947011938628
FUNDC2	0.0273744132139875	0.881497665052299
FUS	0.337278504850019	0.103579318808313
FUT8	-0.194569783468136	0.557749553217835
FXN	0.11655425298736	0.515806779199333
FXR1	0.144556959885588	0.383506118690918
FXR2	0.207926123131838	0.239866458781793
FXYD5	-0.157960014927401	0.546994671323102
FYB	0.166760491695202	0.554368993892336
G3BP1	0.131500030646645	0.440449876259082
G3BP2	-0.0299998140605773	0.851981597733459
G6PD	0.0144164479286388	0.949761392184264
GAA	0.373374154266646	0.12761528283519
GABARAPL2	0.220856496699501	0.334097510854023
GABPA	0.19904400522308	0.163884455819133
GABPB1	0.322439440997703	0.313532121353567
GAK	-0.17686344361427	0.504657596477045
GALC	-0.6810729292523	0.0290172380982432
GALE	-0.495781274142921	0.0326240450492997
GALK1	0.46555764907993	0.0477477145689369
GALK2	-0.335886771778949	0.162188253863637
GALNS	-0.785124983638282	0.0251632491381715
GALNT1	0.0433728029438392	0.808492904673164
GALNT2	-0.155105530120302	0.370628129415061
GALNT7	-0.39490505044615	0.100907855437033
GANAB	-0.34151428985508	0.0443588300179559
GAPDH	0.326201159420286	0.083545948023727
GAPVD1	0.0536666625378057	0.768031624870472
GAR1	-0.0302191409225543	0.896357619248682
GARS	0.136477331226956	0.361463717032412
GART	0.31997433600791	0.166816509230404
GATAD2A	0.120120608494773	0.377231220160765
GATAD2B	0.304817025357998	0.165933129504102
GBA	-0.0117457453950394	0.965232227426855
GBAS	0.198343412948063	0.217347352320038
GBE1	-0.0845663820697382	0.66674710964941
GBF1	-0.0828559565557505	0.586413263638235
GBP1	0.090798241441103	0.805868494788002
GBP2	0.696087693203429	0.0262762513999211
GCA	-0.376397635907619	0.362846518772174
GCDH	-0.358911790657206	0.181748388387696
GCLC	0.397228900503638	0.0957634822858583
GCLM	0.445705762531691	0.14376757846143
GCN1L1	0.0265396521739127	0.845028926222878
GDE1	-0.494224633631083	0.0598665583281548
GDI1	0.450371126292055	0.152209337047491
GDI2	-0.204440289855075	0.325849419413358
GEMIN4	-0.054663264474847	0.806299490042778
GEMIN5	0.182883979317463	0.389959318442939
GFM1	-0.0913408559164743	0.621164146694069
GFM2	-0.0280296801366191	0.909217095680029
GFPT1	0.0339611910007616	0.88137857982626
GGA1	-0.305529627003265	0.207371213210215
GGA3	-0.20898257424559	0.197931336779306
GGCT	-0.126895443111039	0.484865576001629
GGH	-0.0849191141221795	0.717160500156158
GHDC	0.201828834135922	0.391876145070444
GID8	-0.371192844117783	0.0734169259042147
GIGYF2	-0.188747945980868	0.439183180853122
GIMAP1	-0.294602125404197	0.238422904301564
GIMAP1-GIMAP5	0.0584671608749581	0.852478009917353
GIMAP4	-0.363537896445276	0.340417554893358
GINS3	-0.0922834526711718	0.732611190364538
GIT1	0.0930546232728151	0.65517961401451
GIT2	-0.0129401159420368	0.939113710859726
GK	0.655753909342192	0.028269516940164
GLA	-0.473632036641431	0.177648602131108
GLB1	-0.194637121192631	0.358296470449795
GLG1	-0.163791253634386	0.258690526365066
GLIPR2	0.108016409457083	0.74059437932687
GLO1	0.589940956521737	0.00250086032539173
GLOD4	0.301024697842855	0.0624064273509357
GLRX	0.249632397909402	0.445622947670828
GLRX3	0.0681993671998313	0.73393280573462
GLRX5	0.273993536795725	0.24975260587836
GLS	-0.384745887667247	0.0684283476952068
GLUD1	0.280405072463761	0.0969760257382796
GLUL	1.04420920232929	0.00564548825741574
GLYR1	-0.149649830765458	0.317907875366949
GM2A	-0.60738260813654	0.0664208797244234
GMDS	0.105800053976054	0.582392236979183
GMEB1	0.331020853541771	0.185506235717075
GMFG	0.119565605644997	0.610728383247286
GMIP	-0.0635197304362798	0.786529541386447
GMPPA	-0.180269325623829	0.337947121658804
GMPPB	-0.0671764442010421	0.741169908493762
GMPR2	-0.464688020548028	0.0243386817391998
GMPS	0.0297342201139017	0.841506004334916
GNA13	-0.0435507108590549	0.806822804416297
GNA15	0.174181338228324	0.718250402326824
GNAI2	-0.386538927536236	0.060579439696855
GNAI3	-0.334105564813132	0.0813027882124172
GNAQ	0.0760470946651566	0.756994060437537
GNAS	-0.104946607579649	0.591169765126379
GNB1	-0.284120173913042	0.124337928127398
GNB2L1	0.00469199999999859	0.97986145752988
GNB4	-0.218018120727518	0.329104741338335
GNE	0.324040344813415	0.243456275601658
GNG10	0.0477274784217236	0.909604801145657
GNG5	-0.216772430979621	0.275078699445772
GNL1	0.27640037093056	0.434222140319871
GNL2	-0.0278655172995883	0.893959879197402
GNL3	-0.0775260851873476	0.733208063616033
GNPAT	0.0502449611091045	0.797134048247925
GNPDA1	0.186274014553284	0.536852430232605
GNS	-0.325999981013222	0.185929128874657
GOLGA2	-0.0492998822067534	0.752762602730315
GOLGA3	-0.375550197311979	0.0469873248427394
GOLGA5	-0.118186713418696	0.435258637076174
GOLGB1	-0.310819501421799	0.0757117462797794
GOLIM4	-0.0800444037828658	0.687577080992314
GOLPH3	0.378937223739895	0.17913207561066
GOLPH3L	-0.156654671552236	0.576592861875644
GOPC	-0.267115765686873	0.297251632605365
GORASP2	0.0676133913278498	0.599615628691919
GOSR1	0.124707444798929	0.61305103970604
GOSR2	-0.0422009478495422	0.862543099233685
GOT1	0.270159437342194	0.193392910403357
GOT2	0.0820705507246302	0.664707499075338
GPAA1	-0.203062159483153	0.428031507990062
GPALPP1	0.144402812477363	0.657084837023608
GPATCH1	-0.0590051348133702	0.781009173788262
GPATCH11	0.155877685140331	0.499600279429211
GPATCH8	-0.0854768944622073	0.644464452265692
GPD1L	-0.257401098208014	0.133700343366906
GPD2	-0.613579621896104	0.00520808762805309
GPI	0.107255899052895	0.645390555079786
GPKOW	0.247025791726792	0.123636033162102
GPN1	0.0418405409345723	0.837271810394755
GPR107	-0.181724887351907	0.366602218501529
GPR89A	0.0332707655485773	0.906448227519746
GPS1	0.304002470375242	0.0378046491688632
GPX1	0.226805254338931	0.290170485090495
GPX4	0.00155271185699135	0.992518371264533
GRAP2	0.086332095735429	0.842458053186439
GRB2	0.097787605969657	0.609511774529711
GRHPR	0.164811426484707	0.392089201100278
GRIPAP1	0.119094318332371	0.399403433461668
GRK6	-0.304752253810213	0.115605102244886
GRPEL1	-0.12723613270434	0.517656306590817
GRSF1	0.179898686864217	0.36524467591184
GRWD1	0.164738314378635	0.463164361258669
GSDMD	0.244719588660981	0.295889846094997
GSK3B	0.253084736934925	0.300231936364663
GSN	-0.467875478260869	0.188783583748962
GSPT1	0.135976470698445	0.597372124916633
GSPT2	-0.188403571070896	0.605370340150554
GSR	0.0636308726794788	0.719636311802877
GSS	0.113021598625302	0.530739434447574
GSTK1	-0.423903167136729	0.118266154365153
GSTO1	0.0519414965265526	0.82017723415092
GSTP1	-0.0995278239127551	0.71055357261154
GSTZ1	-0.586493478994257	0.152655530701391
GTF2A1	-0.076328983459085	0.701892823917394
GTF2B	0.255655604055143	0.0834910409662959
GTF2E2	0.249165617181607	0.239111474279104
GTF2F1	-0.07979956114057	0.70708396733296
GTF2F2	0.121289649270203	0.435009999944489
GTF2H2	-0.0232294507436901	0.922630202072162
GTF2I	0.23035574598309	0.21633492454811
GTF3C1	-0.177360514604889	0.279552756963589
GTF3C2	0.337089235411156	0.23197388171925
GTF3C3	0.339083753031993	0.0506484108084098
GTF3C4	0.0858697645572288	0.653217177329026
GTF3C5	-0.132804354891391	0.395953347246718
GTPBP1	-0.014519952116359	0.936498816108205
GTPBP10	-0.132047965286759	0.542890699994042
GTPBP3	-0.117879553262751	0.655033504769139
GTPBP4	-0.0292229583764012	0.870008141743157
GUK1	0.254712991394364	0.175115817200576
GUSB	-0.446330954204829	0.0896854280199743
GYG1	0.0945385019007539	0.678513276630045
GYPC	0.835173628355175	0.0635170712969419
GYS1	-0.199469992603404	0.355944786923087
GZMA	0.174036912205588	0.720042464578421
GZMK	0.0236006536912701	0.961700392331188
GZMM	-0.0199614994240545	0.966908409735355
H0YIV9	0.0176480730875141	0.947742778015664
H1F0	1.01680397101449	0.0917074944769938
H1FX	0.234562840579709	0.320221733405862
H2AFX	0.486616869565214	0.108503530775954
H2AFY	0.220663739130437	0.344381820890262
H2AFY2	-0.216472337808533	0.455396521686339
H2AFZ	0.0492028115941956	0.811118946290353
H3BN98	0.14353991304348	0.337642147869189
H6PD	-0.543241621286999	0.0265760230779846
HACD3	0.511599898610132	0.0236599897106329
HACD4	0.0805986271314367	0.83750241519154
HADH	0.0800529855072476	0.636384408163034
HADHA	-0.294131884057979	0.0850852492892988
HADHB	0.0149530724637614	0.936070325192993
HAGH	0.141863682832483	0.414793799806346
HARS	0.216797101489632	0.157005276672513
HARS2	0.247813439914664	0.364537489729646
HAT1	0.282224920560587	0.277272926989016
HAUS5	-0.131333860790603	0.477278415422154
HAX1	-0.426880419865066	0.0770059982722415
HBA1	0.629466637681158	0.332895965950682
HBB	0.842602231884051	0.22424058790016
HBD	0.933091594202899	0.154593077915598
HBG1	0.118620985507238	0.854775724674878
HBM	0.638883315462206	0.25744555259554
HBS1L	0.122309787719333	0.521737517050361
HCFC1	0.0627037710089873	0.574262227118864
hCG_1984214	-0.073861349980163	0.757908771604524
HCK	-0.118264387029669	0.682762192684322
HCLS1	-0.0938080477815184	0.653478664172377
HDAC1	0.0552592571142299	0.760539086199354
HDAC2	-0.00250291407573755	0.989104118358161
HDAC3	-0.251132134019556	0.244509749273181
HDAC4	-0.462131420052598	0.0542738798207461
HDAC6	0.166894261539422	0.454246480975735
HDDC2	0.159344877162418	0.470935997603281
HDDC3	0.153065499565759	0.581345776033886
HDGF	0.536472231884062	0.0104262805510679
HDGFRP2	0.0508475620926916	0.679307035212214
HDHD2	0.156849748919548	0.435860733126981
HDHD3	0.168609643847379	0.470272558896243
HDLBP	0.109775133909334	0.511961209548352
HEATR1	-0.399499505969306	0.0845674006730289
HEATR3	-0.562285432898458	0.0810663171479754
HEATR5B	-0.0719922577512744	0.675513281642624
HEBP1	0.801626777541859	0.0248275011103062
HEBP2	-0.129515915917818	0.540847922131971
HECA	0.0903521421949804	0.635368126738363
HECTD3	0.0420164735326924	0.827652068205786
HEMGN	1.13618300124802	0.0413329756209535
HERC2	0.133550464887948	0.625724190382091
HERC4	-0.219573905419582	0.249209890951454
HEXA	-0.0260074340815493	0.919009212399257
HEXB	0.0584192870052576	0.798613080015129
HEXIM1	0.00340165760735367	0.984647281981557
HGH1	0.343913545979923	0.14620792268431
HGS	-0.0967921747479181	0.576388916903698
HGSNAT	-0.380575641969667	0.14803724881052
HIBADH	0.211284173913043	0.334346806728302
HIBCH	-0.0567959130434836	0.790076627636337
HINT1	0.299184492753621	0.192873384217944
HINT2	-0.0183729047702244	0.907267981644528
HINT3	-0.143745240349062	0.447524682368155
HIRA	-0.438328981227885	0.00275943909499934
HIST1H1B	0.252297913043467	0.297679950331261
HIST1H1C	0.638489960433091	0.0465160840305575
HIST1H1D	0.472589995003656	0.267654160091285
HIST1H1E	0.343548579710141	0.111247048150442
HIST1H2AG	0.104729594202897	0.560196157492958
HIST1H2BJ	0.0434329275362302	0.829503364637359
HIST1H3A	0.106472057971008	0.630149136178967
HIST1H4A	-0.101782000000004	0.639826260540814
HIST2H2AB	0.215833710144928	0.409245447903549
HIST2H2AC	0.100280666666665	0.869328871138696
HIST2H2BC	-0.749282558752586	0.263358674583289
HIST2H2BF	0.260492579710135	0.275587612531596
HIST2H3PS2	-0.221774144927537	0.340142032784948
HK1	0.110003478260865	0.629738709109469
HK3	-0.295355540886153	0.478887623269304
HLA-A	-0.152354840579708	0.562912979223193
HLA-B	-0.356694782608699	0.220628340897296
HLA-DPB1	-0.535544985768301	0.256982235386903
HLA-DRA	-0.868164577121679	0.0477334284854746
HLA-DRB1	-0.717426246989664	0.0949401216639998
HLA-DRB5	-1.59609646376812	0.0011028172762097
HLA-E	-0.757218405797101	0.075016099975031
HLA-F	0.0494051645996691	0.942102010091002
HM13	-0.422977768115949	0.0677699829275353
HMBS	0.354238094471516	0.22359515730453
HMG20A	0.0123537262265998	0.955900351578521
HMG20B	0.0678570982631328	0.72093430165789
HMGA1	-0.150934173913036	0.49639097357308
HMGB1	-0.157843623188409	0.432997650598148
HMGB2	-0.0027722898550806	0.989415618440745
HMGB3	-0.515190349357304	0.0784407285966957
HMGCL	0.0484305598937951	0.786282841554054
HMGN1	0.353793826086953	0.199868564995108
HMGN2	-0.441519536231883	0.127078277337415
HMGN4	-0.229545864904438	0.433691434789724
HMGN5	0.760279443119119	0.0578335417955085
HMHA1	0.190327071773229	0.382898257099597
HMOX1	0.159119515598602	0.744856625463704
HMOX2	-0.161111259767193	0.381614128050134
HN1	0.104203652486945	0.64587655502836
HN1L	0.428774310308441	0.0826138971607296
HNRNPA0	0.247045217391296	0.222234371852423
HNRNPA1	-0.0376095072463798	0.845494148240485
HNRNPA2B1	0.19300968115942	0.172406871181234
HNRNPA3	0.261891420289849	0.113205492595658
HNRNPAB	0.234724057971011	0.303030987046445
HNRNPC	0.156335246376802	0.483460673919176
HNRNPCL3	0.186248057971007	0.322693284973429
HNRNPD	0.522471546434289	0.0206655802100658
HNRNPDL	0.197954405797095	0.292474384964573
HNRNPF	-0.00307571014493391	0.987747735414481
HNRNPH1	-0.0607534202898563	0.694960177708796
HNRNPH2	0.174725209389578	0.338506448524749
HNRNPH3	0.294693753172432	0.119745756487894
HNRNPK	0.309542115942033	0.0628674395019489
HNRNPL	0.0615480869565168	0.752031962975586
HNRNPLL	-0.170597097294396	0.648081317883503
HNRNPM	0.213174177226879	0.186074875297492
HNRNPR	0.369538007227767	0.0368618060516127
HNRNPU	0.123242985507247	0.460928803115379
HNRNPUL1	0.0336638199369865	0.799448079770152
HNRNPUL2	0.16036988855646	0.285508512888124
HOOK3	-0.000407864352123255	0.997746704024285
HP	-0.34832263642901	0.513130483407708
HP1BP3	0.00612158600909751	0.976707760310039
HPCAL1	0.0753612398816905	0.594562092930676
HPRT1	0.281034034988156	0.0931220979419985
HPS6	-0.393979677617873	0.0505062287037947
HPSE	0.283206657762493	0.594564504118823
HS1BP3	0.0801901759582968	0.668820956794394
HSCB	-0.224983548804046	0.305695464658755
HSD17B10	-0.078415449275365	0.629112070682269
HSD17B11	-0.791364623377287	0.000931066942418012
HSD17B12	-0.227088413967145	0.341574901809492
HSD17B4	0.132489979942822	0.525664496741143
HSD17B8	-0.231877732380969	0.26783182152448
HSDL2	0.497501884045029	0.0180893385818076
HSF1	0.717083267120202	0.273774663202784
HSP90AA1	0.132147420289851	0.318048218718294
HSP90AB1	0.206174550724636	0.280269713649735
HSP90B1	-0.6164667826087	0.00109461315488613
HSPA13	-0.414674736382393	0.036669173273541
HSPA14	0.332895473691625	0.0793344152279077
HSPA1A	0.169696811594203	0.344747415764445
HSPA4	0.134690585690301	0.425410327522793
HSPA5	-0.536909507246374	0.00852103311028416
HSPA8	-0.0942465507246411	0.505030647035372
HSPA9	-0.0363163188405835	0.825179707356632
HSPB1	0.429861245856284	0.384585026746575
HSPBP1	0.126302080059148	0.574265568953353
HSPD1	0.222821159420285	0.248818614720672
HSPE1	0.0319426086956405	0.872578333792707
HSPH1	-0.0838710868861057	0.710877699803977
HTATIP2	0.0021030287608248	0.992404930460244
HTATSF1	0.231397806932545	0.159167682539248
HTRA2	0.0424456138886811	0.838451905436957
HTRA3	0.390239169921202	0.189550970524608
HTT	0.0391583039503942	0.81761076877708
HUWE1	-0.292481567759433	0.158757041461428
HVCN1	-0.688154316956995	0.117218404743824
HYOU1	-0.495077014492761	0.0108782676138658
HYPK	0.260916971092222	0.315729685552203
HZGJ	0.263461588404443	0.163934124511643
IAH1	0.246885047595832	0.25181224580802
